,fullname,team,birthdate,country,height,weight,rider_url,pps,rdr
926,IRVINE Declan,Team Novo Nordisk,1999-03-11,Australia,1.78,75.0,https://www.procyclingstats.com/rider/declan-irvine,"{'One day races': '0', 'GC': '3', 'Time trial': '20', 'Sprint': '10', 'Climber': '0'}",{'UCI World Ranking': '3298'}
927,MINI Emanuel,noteam,1986-06-14,Argentina,1.8,0.0,https://www.procyclingstats.com/rider/emanuel-mini,"{'One day races': '0', 'GC': '0', 'Time trial': '5', 'Sprint': '0', 'Climber': '0'}",{}
928,BEHRINGER Oliver,Team Novo Nordisk,1996-03-20,Switzerland,1.74,0.0,https://www.procyclingstats.com/rider/oliver-behringer,"{'One day races': '0', 'GC': '0', 'Time trial': '0', 'Sprint': '1', 'Climber': '0'}",{}
929,MUNDAY Samuel,Team Novo Nordisk,1998-03-04,Australia,1.71,57.0,https://www.procyclingstats.com/rider/samuel-munday,"{'One day races': '0', 'GC': '5', 'Time trial': '0', 'Sprint': '1', 'Climber': '0'}",{}
930,TERPSTRA Niki,Team TotalEnergies,1984-05-18,Netherlands,1.9,75.0,https://www.procyclingstats.com/rider/niki-terpstra,"{'One day races': '4558', 'GC': '2397', 'Time trial': '1741', 'Sprint': '2676', 'Climber': '598'}","{'PCS Ranking': '648', 'UCI World Ranking': '1317', 'Specials | All Time Ranking': '193'}"
931,TAARAMÄE Rein,Intermarché - Wanty - Gobert Matériaux,1987-04-24,Estonia,1.86,68.0,https://www.procyclingstats.com/rider/rein-taaramae,"{'One day races': '723', 'GC': '2658', 'Time trial': '1384', 'Sprint': '744', 'Climber': '1656'}","{'PCS Ranking': '215', 'UCI World Ranking': '190', 'Specials | All Time Ranking': '577'}"
932,HIVERT Jonathan,B&B Hotels p/b KTM,1985-03-23,France,1.7,62.0,https://www.procyclingstats.com/rider/jonathan-hivert,"{'One day races': '1730', 'GC': '1497', 'Time trial': '551', 'Sprint': '1682', 'Climber': '808'}","{'PCS Ranking': '687', 'UCI World Ranking': '662', 'Specials | All Time Ranking': '770'}"
933,BONIFAZIO Niccolò,Team TotalEnergies,1993-10-29,Italy,1.76,72.0,https://www.procyclingstats.com/rider/niccolo-bonifazio,"{'One day races': '1434', 'GC': '399', 'Time trial': '48', 'Sprint': '2749', 'Climber': '203'}","{'PCS Ranking': '162', 'UCI World Ranking': '140', 'Specials | All Time Ranking': '806'}"
934,CALMEJANE Lilian,AG2R Citroën Team,1992-12-06,France,1.84,69.0,https://www.procyclingstats.com/rider/lilian-calmejane,"{'One day races': '806', 'GC': '1120', 'Time trial': '182', 'Sprint': '754', 'Climber': '1054'}","{'PCS Ranking': '338', 'UCI World Ranking': '373', 'Specials | All Time Ranking': '1131'}"
935,PETIT Adrien,Team TotalEnergies,1990-09-26,France,1.88,80.0,https://www.procyclingstats.com/rider/adrien-petit,"{'One day races': '1588', 'GC': '315', 'Time trial': '360', 'Sprint': '2371', 'Climber': '36'}","{'PCS Ranking': '928', 'UCI World Ranking': '2092', 'Specials | All Time Ranking': '1710'}"
936,TURGIS Anthony,Team TotalEnergies,1994-05-16,France,1.78,70.0,https://www.procyclingstats.com/rider/anthony-turgis,"{'One day races': '1447', 'GC': '657', 'Time trial': '182', 'Sprint': '920', 'Climber': '358'}","{'PCS Ranking': '90', 'UCI World Ranking': '87', 'Specials | All Time Ranking': '1522'}"
937,LIGTHART Pim,noteam,1988-06-16,Netherlands,1.81,72.0,https://www.procyclingstats.com/rider/pim-ligthart,"{'One day races': '1130', 'GC': '676', 'Time trial': '57', 'Sprint': '1497', 'Climber': '198'}",{'Specials | All Time Ranking': '1772'}
938,GAUDIN Damien,Team TotalEnergies,1986-08-20,France,1.92,85.0,https://www.procyclingstats.com/rider/damien-gaudin,"{'One day races': '734', 'GC': '667', 'Time trial': '1036', 'Sprint': '671', 'Climber': '34'}","{'PCS Ranking': '456', 'UCI World Ranking': '423'}"
939,SICARD Romain,noteam,1988-01-01,France,1.79,63.0,https://www.procyclingstats.com/rider/romain-sicard,"{'One day races': '390', 'GC': '1094', 'Time trial': '340', 'Sprint': '91', 'Climber': '624'}",{}
940,BOUDAT Thomas,Team Arkéa Samsic,1994-02-24,France,1.75,67.0,https://www.procyclingstats.com/rider/thomas-boudat,"{'One day races': '1180', 'GC': '148', 'Time trial': '59', 'Sprint': '1546', 'Climber': '66'}","{'PCS Ranking': '426', 'UCI World Ranking': '399', 'Specials | All Time Ranking': '1979'}"
941,GÈNE Yohann,noteam,1981-06-25,France,1.75,67.0,https://www.procyclingstats.com/rider/yohann-gene,"{'One day races': '327', 'GC': '534', 'Time trial': '46', 'Sprint': '1541', 'Climber': '43'}",{'Specials | All Time Ranking': '1967'}
942,PICHOT Alexandre,noteam,1983-01-06,France,1.83,72.0,https://www.procyclingstats.com/rider/alexandre-pichot,"{'One day races': '624', 'GC': '334', 'Time trial': '12', 'Sprint': '821', 'Climber': '128'}",{}
943,TULIK Angélo,noteam,1990-12-02,France,1.76,64.0,https://www.procyclingstats.com/rider/angelo-tulik,"{'One day races': '351', 'GC': '224', 'Time trial': '15', 'Sprint': '456', 'Climber': '68'}",{}
944,COUSIN Jérôme,Team TotalEnergies,1989-06-05,France,1.8,74.0,https://www.procyclingstats.com/rider/jerome-cousin,"{'One day races': '89', 'GC': '435', 'Time trial': '49', 'Sprint': '227', 'Climber': '120'}",{'UCI World Ranking': '3143'}
945,CARDIS Romain,St Michel - Auber93,1992-08-12,France,1.81,75.0,https://www.procyclingstats.com/rider/romain-cardis,"{'One day races': '486', 'GC': '61', 'Time trial': '36', 'Sprint': '724', 'Climber': '72'}","{'PCS Ranking': '332', 'UCI World Ranking': '262'}"
946,QUÉMÉNEUR Perrig,noteam,1984-04-26,France,1.81,67.0,https://www.procyclingstats.com/rider/perrig-quemeneur,"{'One day races': '151', 'GC': '351', 'Time trial': '60', 'Sprint': '182', 'Climber': '154'}",{}
947,GRELLIER Fabien,Team TotalEnergies,1994-10-31,France,1.75,65.0,https://www.procyclingstats.com/rider/fabien-grellier,"{'One day races': '157', 'GC': '145', 'Time trial': '17', 'Sprint': '129', 'Climber': '116'}","{'PCS Ranking': '1494', 'UCI World Ranking': '1746'}"
948,BURGAUDEAU Mathieu,Team TotalEnergies,1998-11-17,France,1.68,61.0,https://www.procyclingstats.com/rider/mathieu-burgaudeau,"{'One day races': '215', 'GC': '73', 'Time trial': '6', 'Sprint': '21', 'Climber': '112'}","{'PCS Ranking': '265', 'UCI World Ranking': '205'}"
949,NAULEAU Bryan,noteam,1988-03-17,France,1.81,67.0,https://www.procyclingstats.com/rider/bryan-nauleau,"{'One day races': '73', 'GC': '158', 'Time trial': '164', 'Sprint': '156', 'Climber': '23'}",{}
950,FERRON Valentin,Team TotalEnergies,1998-02-08,France,1.74,67.0,https://www.procyclingstats.com/rider/valentin-ferron,"{'One day races': '165', 'GC': '20', 'Time trial': '16', 'Sprint': '80', 'Climber': '68'}","{'PCS Ranking': '403', 'UCI World Ranking': '446'}"
951,OURSELIN Paul,Team TotalEnergies,1994-04-13,France,1.85,70.0,https://www.procyclingstats.com/rider/paul-ourselin,"{'One day races': '109', 'GC': '58', 'Time trial': '23', 'Sprint': '133', 'Climber': '20'}",{}
952,SELLIER Simon,noteam,1995-01-04,France,1.75,68.0,https://www.procyclingstats.com/rider/simon-sellier,"{'One day races': '19', 'GC': '11', 'Time trial': '3', 'Sprint': '131', 'Climber': '4'}",{}
953,ORCEAU Clément,noteam,1995-07-01,France,0.0,0.0,https://www.procyclingstats.com/rider/clement-orceau,"{'One day races': '0', 'GC': '3', 'Time trial': '3', 'Sprint': '231', 'Climber': '0'}",{}
954,JOURNIAUX Axel,noteam,1995-05-20,France,1.72,63.0,https://www.procyclingstats.com/rider/axel-journiaux,"{'One day races': '30', 'GC': '14', 'Time trial': '0', 'Sprint': '39', 'Climber': '7'}",{}
955,BERNARD Enzo,noteam,1997-10-19,France,0.0,0.0,https://www.procyclingstats.com/rider/enzo-bernard,"{'One day races': '89', 'GC': '5', 'Time trial': '0', 'Sprint': '18', 'Climber': '0'}",{}
956,COQUARD Bryan,B&B Hotels p/b KTM,1992-04-25,France,1.71,59.0,https://www.procyclingstats.com/rider/bryan-coquard,"{'One day races': '2309', 'GC': '1013', 'Time trial': '289', 'Sprint': '5744', 'Climber': '327'}","{'PCS Ranking': '104', 'UCI World Ranking': '116', 'Specials | All Time Ranking': '381'}"
957,ROLLAND Pierre,B&B Hotels p/b KTM,1986-10-10,France,1.84,70.0,https://www.procyclingstats.com/rider/pierre-rolland,"{'One day races': '476', 'GC': '3304', 'Time trial': '234', 'Sprint': '680', 'Climber': '3398'}","{'PCS Ranking': '555', 'UCI World Ranking': '823', 'Specials | All Time Ranking': '991'}"
958,VICHOT Arthur,noteam,1988-11-26,France,1.84,74.0,https://www.procyclingstats.com/rider/arthur-vichot,"{'One day races': '1729', 'GC': '1246', 'Time trial': '215', 'Sprint': '1308', 'Climber': '685'}",{'Specials | All Time Ranking': '818'}
959,GAUTIER Cyril,B&B Hotels p/b KTM,1987-09-26,France,1.69,65.0,https://www.procyclingstats.com/rider/cyril-gautier,"{'One day races': '1474', 'GC': '1007', 'Time trial': '95', 'Sprint': '1084', 'Climber': '976'}","{'PCS Ranking': '530', 'UCI World Ranking': '755'}"
960,VAN GENECHTEN Jonas,B&B Hotels p/b KTM,1986-09-16,Belgium,1.76,67.0,https://www.procyclingstats.com/rider/jonas-van-genechten,"{'One day races': '1592', 'GC': '129', 'Time trial': '39', 'Sprint': '2872', 'Climber': '164'}",{'Specials | All Time Ranking': '1328'}
961,BOECKMANS Kris,noteam,1987-02-13,Belgium,1.8,76.0,https://www.procyclingstats.com/rider/kris-boeckmans,"{'One day races': '1106', 'GC': '429', 'Time trial': '80', 'Sprint': '1791', 'Climber': '50'}",{'Specials | All Time Ranking': '1295'}
962,LE BON Johan,noteam,1990-10-03,France,1.8,70.0,https://www.procyclingstats.com/rider/johan-le-bon,"{'One day races': '364', 'GC': '688', 'Time trial': '1137', 'Sprint': '488', 'Climber': '49'}","{'PCS Ranking': '1302', 'UCI World Ranking': '1601'}"
963,PACHER Quentin,B&B Hotels p/b KTM,1992-01-06,France,1.79,62.0,https://www.procyclingstats.com/rider/quentin-pacher,"{'One day races': '424', 'GC': '719', 'Time trial': '82', 'Sprint': '610', 'Climber': '632'}","{'PCS Ranking': '326', 'UCI World Ranking': '312'}"
964,MANZIN Lorrenzo,Team TotalEnergies,1994-07-26,France,1.75,69.0,https://www.procyclingstats.com/rider/lorrenzo-manzin,"{'One day races': '633', 'GC': '235', 'Time trial': '2', 'Sprint': '1543', 'Climber': '95'}","{'PCS Ranking': '350', 'UCI World Ranking': '362'}"
965,REZA Kévin,B&B Hotels p/b KTM,1988-05-18,France,1.86,71.0,https://www.procyclingstats.com/rider/kevin-reza,"{'One day races': '402', 'GC': '231', 'Time trial': '54', 'Sprint': '968', 'Climber': '166'}",{'UCI World Ranking': '3414'}
966,DE BACKER Bert,B&B Hotels p/b KTM,1984-04-02,Belgium,1.83,73.0,https://www.procyclingstats.com/rider/bert-de-backer,"{'One day races': '723', 'GC': '189', 'Time trial': '1', 'Sprint': '670', 'Climber': '16'}","{'PCS Ranking': '732', 'UCI World Ranking': '1279'}"
967,BAGOT Yoann,noteam,1987-09-06,France,1.82,65.0,https://www.procyclingstats.com/rider/yoann-bagot,"{'One day races': '90', 'GC': '594', 'Time trial': '40', 'Sprint': '148', 'Climber': '266'}",{}
968,LECROQ Jérémy,B&B Hotels p/b KTM,1995-04-07,France,1.86,76.0,https://www.procyclingstats.com/rider/jeremy-lecroq,"{'One day races': '364', 'GC': '7', 'Time trial': '9', 'Sprint': '411', 'Climber': '0'}","{'PCS Ranking': '345', 'UCI World Ranking': '307'}"
969,COURTEILLE Arnaud,noteam,1989-03-13,France,1.76,62.0,https://www.procyclingstats.com/rider/arnaud-courteille,"{'One day races': '114', 'GC': '207', 'Time trial': '4', 'Sprint': '118', 'Climber': '72'}",{}
970,MÜLLER Patrick,noteam,1996-04-18,Switzerland,1.92,74.0,https://www.procyclingstats.com/rider/patrick-muller,"{'One day races': '230', 'GC': '44', 'Time trial': '0', 'Sprint': '185', 'Climber': '22'}",{}
971,TURGIS Jimmy,noteam,1991-08-10,France,1.75,63.0,https://www.procyclingstats.com/rider/jimmy-turgis,"{'One day races': '211', 'GC': '45', 'Time trial': '27', 'Sprint': '186', 'Climber': '30'}",{}
972,FOURNIER Marc,noteam,1994-11-12,France,1.83,71.0,https://www.procyclingstats.com/rider/marc-fournier,"{'One day races': '2', 'GC': '118', 'Time trial': '75', 'Sprint': '85', 'Climber': '0'}",{}
973,CHEVALIER Maxime,B&B Hotels p/b KTM,1999-05-16,France,1.78,60.0,https://www.procyclingstats.com/rider/maxime-chevalier,"{'One day races': '85', 'GC': '81', 'Time trial': '41', 'Sprint': '16', 'Climber': '56'}","{'PCS Ranking': '431', 'UCI World Ranking': '523'}"
974,LAMMERTINK Steven,noteam,1993-12-04,Netherlands,1.76,68.0,https://www.procyclingstats.com/rider/steven-lammertink,"{'One day races': '24', 'GC': '49', 'Time trial': '260', 'Sprint': '126', 'Climber': '0'}",{}
975,MORICE Julien,B&B Hotels p/b KTM,1991-07-20,France,1.91,81.0,https://www.procyclingstats.com/rider/julien-morice,"{'One day races': '42', 'GC': '33', 'Time trial': '103', 'Sprint': '26', 'Climber': '0'}",{'PCS Ranking': '1809'}
976,BOILEAU Alan,B&B Hotels p/b KTM,1999-06-25,France,1.71,57.0,https://www.procyclingstats.com/rider/alan-boileau,"{'One day races': '24', 'GC': '50', 'Time trial': '57', 'Sprint': '55', 'Climber': '56'}","{'PCS Ranking': '418', 'UCI World Ranking': '507'}"
977,ERMENAULT Corentin,noteam,1996-01-27,France,1.88,75.0,https://www.procyclingstats.com/rider/corentin-ermenault,"{'One day races': '31', 'GC': '2', 'Time trial': '39', 'Sprint': '23', 'Climber': '0'}",{}
978,MOTTIER Justin,noteam,1993-09-14,France,1.8,65.0,https://www.procyclingstats.com/rider/justin-mottier,"{'One day races': '43', 'GC': '18', 'Time trial': '15', 'Sprint': '57', 'Climber': '13'}",{}
979,CAM Maxime,B&B Hotels p/b KTM,1992-07-09,France,1.69,61.0,https://www.procyclingstats.com/rider/maxime-cam,"{'One day races': '3', 'GC': '42', 'Time trial': '0', 'Sprint': '95', 'Climber': '2'}","{'PCS Ranking': '2058', 'UCI World Ranking': '2714'}"
980,GAREL Adrien,noteam,1996-03-12,France,1.86,77.0,https://www.procyclingstats.com/rider/adrien-garel,"{'One day races': '23', 'GC': '0', 'Time trial': '1', 'Sprint': '50', 'Climber': '0'}",{}
981,RIVIÈRE David,noteam,1995-01-11,France,1.83,63.0,https://www.procyclingstats.com/rider/david-riviere,"{'One day races': '0', 'GC': '26', 'Time trial': '0', 'Sprint': '23', 'Climber': '2'}",{}
982,CÉSAR VELOSO Gustavo,Atum general / Tavira / Maria Nova Hotel,1980-01-29,Spain,1.82,69.0,https://www.procyclingstats.com/rider/gustavo-cesar-veloso,"{'One day races': '119', 'GC': '1260', 'Time trial': '1567', 'Sprint': '868', 'Climber': '560'}","{'PCS Ranking': '1698', 'UCI World Ranking': '3092', 'Specials | All Time Ranking': '1044'}"
983,PINTO Edgar,noteam,1985-08-27,Portugal,1.75,58.0,https://www.procyclingstats.com/rider/edgar-pinto,"{'One day races': '18', 'GC': '754', 'Time trial': '219', 'Sprint': '761', 'Climber': '396'}",{}
984,MESTRE Ricardo,W52 / FC Porto ,1983-09-11,Portugal,1.7,58.0,https://www.procyclingstats.com/rider/ricardo-mestre,"{'One day races': '30', 'GC': '565', 'Time trial': '532', 'Sprint': '297', 'Climber': '298'}","{'PCS Ranking': '1261', 'UCI World Ranking': '2021'}"
985,ALARCÓN Raúl,noteam,1986-03-25,Spain,1.89,72.0,https://www.procyclingstats.com/rider/raul-alarcon,"{'One day races': '52', 'GC': '264', 'Time trial': '196', 'Sprint': '387', 'Climber': '266'}",{}
986,RODRIGUES João,W52 / FC Porto ,1994-11-15,Portugal,1.75,60.0,https://www.procyclingstats.com/rider/joao-rodrigues,"{'One day races': '16', 'GC': '376', 'Time trial': '305', 'Sprint': '69', 'Climber': '239'}","{'PCS Ranking': '255', 'UCI World Ranking': '265'}"
987,CARVALHO Antonio,Efapel,1989-10-25,Portugal,1.76,62.0,https://www.procyclingstats.com/rider/antonio-carvalho,"{'One day races': '22', 'GC': '257', 'Time trial': '354', 'Sprint': '208', 'Climber': '172'}","{'PCS Ranking': '1015', 'UCI World Ranking': '1271'}"
988,CALDEIRA Samuel José,W52 / FC Porto ,1985-11-30,Portugal,1.8,76.0,https://www.procyclingstats.com/rider/samuel-caldeira,"{'One day races': '41', 'GC': '112', 'Time trial': '336', 'Sprint': '1116', 'Climber': '56'}","{'PCS Ranking': '1811', 'UCI World Ranking': '3067'}"
989,MESTRE Daniel,W52 / FC Porto ,1986-04-01,Portugal,1.75,65.0,https://www.procyclingstats.com/rider/daniel-mestre,"{'One day races': '26', 'GC': '58', 'Time trial': '321', 'Sprint': '501', 'Climber': '144'}","{'PCS Ranking': '1122', 'UCI World Ranking': '1433'}"
990,FONTE César,Kelly / Simoldes / UDO ,1986-12-10,Portugal,1.7,60.0,https://www.procyclingstats.com/rider/cesar-fonte,"{'One day races': '92', 'GC': '158', 'Time trial': '11', 'Sprint': '346', 'Climber': '161'}",{'UCI World Ranking': '1353'}
991,REIS Rafael,Efapel,1992-07-15,Portugal,1.9,72.0,https://www.procyclingstats.com/rider/rafael-reis,"{'One day races': '9', 'GC': '78', 'Time trial': '823', 'Sprint': '60', 'Climber': '126'}","{'PCS Ranking': '364', 'UCI World Ranking': '448'}"
992,VINHAS Rui,W52 / FC Porto ,1986-12-06,Portugal,1.71,59.0,https://www.procyclingstats.com/rider/rui-vinhas,"{'One day races': '50', 'GC': '201', 'Time trial': '43', 'Sprint': '74', 'Climber': '112'}",{}
993,SILVA Joaquim,Tavfer-Measindot-Mortágua,1992-03-19,Portugal,1.85,66.0,https://www.procyclingstats.com/rider/joaquim-silva,"{'One day races': '5', 'GC': '247', 'Time trial': '69', 'Sprint': '16', 'Climber': '172'}","{'PCS Ranking': '784', 'UCI World Ranking': '1400'}"
994,CAMPOS Francisco,W52 / FC Porto ,1997-10-10,Portugal,1.69,58.0,https://www.procyclingstats.com/rider/francisco-campos,"{'One day races': '11', 'GC': '0', 'Time trial': '0', 'Sprint': '132', 'Climber': '8'}","{'PCS Ranking': '1733', 'UCI World Ranking': '932'}"
995,MAGALHÃES Jorge,W52 / FC Porto ,1997-02-10,Portugal,1.74,63.0,https://www.procyclingstats.com/rider/jorge-magalhaes,"{'One day races': '0', 'GC': '6', 'Time trial': '25', 'Sprint': '3', 'Climber': '3'}","{'PCS Ranking': '1590', 'UCI World Ranking': '1812'}"
996,FERREIRA José,noteam,1994-08-09,Portugal,1.8,64.0,https://www.procyclingstats.com/rider/jose-ferreira,"{'One day races': '0', 'GC': '3', 'Time trial': '5', 'Sprint': '6', 'Climber': '9'}",{}
997,SÁNCHEZ Ángel,Tavfer-Measindot-Mortágua,1993-04-12,Spain,1.78,73.0,https://www.procyclingstats.com/rider/angel-sanchez-rebollido,"{'One day races': '0', 'GC': '0', 'Time trial': '15', 'Sprint': '14', 'Climber': '2'}",{}
998,PLANCKAERT Baptiste,Intermarché - Wanty - Gobert Matériaux,1988-09-28,Belgium,1.77,65.0,https://www.procyclingstats.com/rider/baptiste-planckaert,"{'One day races': '3062', 'GC': '375', 'Time trial': '9', 'Sprint': '3342', 'Climber': '297'}","{'PCS Ranking': '241', 'UCI World Ranking': '170', 'Specials | All Time Ranking': '1258'}"
999,DEHAES Kenny,noteam,1984-11-10,Belgium,1.88,73.0,https://www.procyclingstats.com/rider/kenny-dehaes,"{'One day races': '2876', 'GC': '230', 'Time trial': '3', 'Sprint': '3850', 'Climber': '29'}",{'Specials | All Time Ranking': '775'}
1000,JULES Justin,DELKO,1986-09-20,France,1.67,64.0,https://www.procyclingstats.com/rider/justin-jules,"{'One day races': '1098', 'GC': '261', 'Time trial': '1', 'Sprint': '2723', 'Climber': '52'}",{}
1001,ISTA Kevyn,noteam,1984-11-22,Belgium,1.83,70.0,https://www.procyclingstats.com/rider/kevyn-ista,"{'One day races': '1234', 'GC': '288', 'Time trial': '247', 'Sprint': '1644', 'Climber': '28'}",{}
1002,LIETAER Eliot,B&B Hotels p/b KTM,1990-08-15,Belgium,1.88,70.0,https://www.procyclingstats.com/rider/eliot-lietaer,"{'One day races': '341', 'GC': '642', 'Time trial': '70', 'Sprint': '380', 'Climber': '230'}","{'PCS Ranking': '467', 'UCI World Ranking': '561'}"
1003,LIEPIŅŠ Emīls,Trek - Segafredo,1992-10-29,Latvia,1.75,67.0,https://www.procyclingstats.com/rider/emils-liepins,"{'One day races': '456', 'GC': '222', 'Time trial': '162', 'Sprint': '1461', 'Climber': '50'}","{'PCS Ranking': '584', 'UCI World Ranking': '658'}"
1004,NÕMMELA Aksel,noteam,1994-10-22,Estonia,1.76,69.0,https://www.procyclingstats.com/rider/aksel-nommela,"{'One day races': '597', 'GC': '22', 'Time trial': '27', 'Sprint': '776', 'Climber': '2'}",{}
1005,TAMINIAUX Lionel,Alpecin-Fenix,1996-05-21,Belgium,1.73,72.0,https://www.procyclingstats.com/rider/lionel-taminiaux,"{'One day races': '428', 'GC': '5', 'Time trial': '23', 'Sprint': '514', 'Climber': '28'}","{'PCS Ranking': '522', 'UCI World Ranking': '505'}"
1006,PEYSKENS Dimitri,Bingoal Pauwels Sauces WB,1991-11-26,Belgium,1.82,69.0,https://www.procyclingstats.com/rider/dimitri-peyskens,"{'One day races': '289', 'GC': '131', 'Time trial': '7', 'Sprint': '308', 'Climber': '82'}","{'PCS Ranking': '1580', 'UCI World Ranking': '1731'}"
